longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,rank,property_id,address,price,currency,bathrooms,bedrooms,area,land_area,zestimate,rent_zestimate,days_on_zillow,sold_date,is_zillow_owned,image,listing_type,status_text,broker_name,input,property_url,listing_url
-117.09,32.8,36.0,2163.0,367.0,915.0,360.0,4.7188,174100.0,NEAR OCEAN,668,16985436,"6711 Burgundy St, San Diego, CA 92120",1099000,USD,4.0,5.0,1625 sqft,,1088900.0,6201.0,54,,False,https://photos.zillowstatic.com/fp/4cbd388785a8c1838d3286d16bf902de-p_e.jpg,FOR SALE,House for sale,IRN REALTY,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/6711-Burgundy-St-San-Diego-CA-92120/16985436_zpid/,https://www.zillow.com/san-diego-ca/17_p/
-117.09,32.8,36.0,2163.0,367.0,915.0,360.0,4.7188,174100.0,NEAR OCEAN,468,82930064,"4944 1/2 Old Cliffs Rd, San Diego, CA 92120",219000,USD,2.0,2.0,1200 sqft,,209000.0,795.0,108,,False,https://photos.zillowstatic.com/fp/fd0eba341992a8933684867055661f4d-p_e.jpg,FOR SALE,Home for sale,Palisade Realty Inc,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/4944-1-2-Old-Cliffs-Rd-San-Diego-CA-92120/82930064_zpid/,https://www.zillow.com/san-diego-ca/12_p/
-117.09,32.8,36.0,2163.0,367.0,915.0,360.0,4.7188,174100.0,NEAR OCEAN,705,82938202,"4830 Old Cliffs Rd, San Diego, CA 92120",272500,USD,2.0,2.0,1200 sqft,,268500.0,878.0,109,,False,https://photos.zillowstatic.com/fp/1d22289ac215e9a956a3f978982dd794-p_e.jpg,FOR SALE,Home for sale,,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/4830-Old-Cliffs-Rd-San-Diego-CA-92120/82938202_zpid/,https://www.zillow.com/san-diego-ca/18_p/
-117.09,32.8,36.0,2163.0,367.0,915.0,360.0,4.7188,174100.0,NEAR OCEAN,789,82938858,"5018 Old Cliffs Rd, San Diego, CA 92120",339000,USD,2.0,2.0,1440 sqft,,332800.0,1117.0,117,,False,https://photos.zillowstatic.com/fp/462bd702b39fe7d15417389716097422-p_e.jpg,FOR SALE,Home for sale,Schreiber Realty,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/5018-Old-Cliffs-Rd-San-Diego-CA-92120/82938858_zpid/,https://www.zillow.com/san-diego-ca/20_p/
-117.09,32.8,36.0,2163.0,367.0,915.0,360.0,4.7188,174100.0,NEAR OCEAN,181,140624405,"4932 Old Cliffs Rd, San Diego, CA 92120",149000,USD,2.0,2.0,1080 sqft,,155000.0,505.0,23,,False,https://photos.zillowstatic.com/fp/e6af4f24f529f4b648ce91b272337373-p_e.jpg,FOR SALE,Home for sale,All Homes San Diego,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/4932-Old-Cliffs-Rd-San-Diego-CA-92120/140624405_zpid/,https://www.zillow.com/san-diego-ca/5_p/
-117.09,32.8,36.0,2163.0,367.0,915.0,360.0,4.7188,174100.0,NEAR OCEAN,665,140624296,"4822 Old Cliffs Rd, San Diego, CA 92120",169000,USD,2.0,2.0,1080 sqft,,167000.0,547.0,116,,False,https://photos.zillowstatic.com/fp/ff51824ffea760bd65562e7ad3ea384c-p_e.jpg,FOR SALE,Home for sale,,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/4822-Old-Cliffs-Rd-San-Diego-CA-92120/140624296_zpid/,https://www.zillow.com/san-diego-ca/17_p/
-117.1,32.83,16.0,1049.0,154.0,467.0,160.0,6.2047,248100.0,<1H OCEAN,170,16870712,"10649 Porto Ct, San Diego, CA 92124",899000,USD,2.0,3.0,1532 sqft,,,,5,,False,https://photos.zillowstatic.com/fp/4573029e06925f8982a90285328e617b-p_e.jpg,FOR SALE,House for sale,Premier Realty Associates,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/10649-Porto-Ct-San-Diego-CA-92124/16870712_zpid/,https://www.zillow.com/san-diego-ca/5_p/
-117.1,32.83,16.0,1049.0,154.0,467.0,160.0,6.2047,248100.0,<1H OCEAN,353,16870921,"10568 Porto Ct, San Diego, CA 92124",877568,USD,2.0,3.0,1532 sqft,,890300.0,4172.0,9,,False,https://photos.zillowstatic.com/fp/18126d443dbcc409f0746f1395434f99-p_e.jpg,FOR SALE,House for sale,HomeSmart Realty West,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/10568-Porto-Ct-San-Diego-CA-92124/16870921_zpid/,https://www.zillow.com/san-diego-ca/9_p/
-117.1,32.83,16.0,1049.0,154.0,467.0,160.0,6.2047,248100.0,<1H OCEAN,255,16870835,"10829 Lamentin Ct, San Diego, CA 92124",699000,USD,2.0,3.0,1350 sqft,,738400.0,3394.0,1,,False,https://photos.zillowstatic.com/fp/03417d6ff3dd509a7bc1870a1e9d4b16-p_e.jpg,FOR SALE,Condo for sale,"Axia Real Estate Group, Inc","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/10829-Lamentin-Ct-San-Diego-CA-92124/16870835_zpid/,https://www.zillow.com/san-diego-ca/7_p/
-117.1,32.83,16.0,4214.0,744.0,1820.0,699.0,4.3783,179500.0,<1H OCEAN,170,16870712,"10649 Porto Ct, San Diego, CA 92124",899000,USD,2.0,3.0,1532 sqft,,,,5,,False,https://photos.zillowstatic.com/fp/4573029e06925f8982a90285328e617b-p_e.jpg,FOR SALE,House for sale,Premier Realty Associates,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/10649-Porto-Ct-San-Diego-CA-92124/16870712_zpid/,https://www.zillow.com/san-diego-ca/5_p/
-117.1,32.83,16.0,4214.0,744.0,1820.0,699.0,4.3783,179500.0,<1H OCEAN,353,16870921,"10568 Porto Ct, San Diego, CA 92124",877568,USD,2.0,3.0,1532 sqft,,890300.0,4172.0,9,,False,https://photos.zillowstatic.com/fp/18126d443dbcc409f0746f1395434f99-p_e.jpg,FOR SALE,House for sale,HomeSmart Realty West,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/10568-Porto-Ct-San-Diego-CA-92124/16870921_zpid/,https://www.zillow.com/san-diego-ca/9_p/
-117.1,32.83,16.0,4214.0,744.0,1820.0,699.0,4.3783,179500.0,<1H OCEAN,255,16870835,"10829 Lamentin Ct, San Diego, CA 92124",699000,USD,2.0,3.0,1350 sqft,,738400.0,3394.0,1,,False,https://photos.zillowstatic.com/fp/03417d6ff3dd509a7bc1870a1e9d4b16-p_e.jpg,FOR SALE,Condo for sale,"Axia Real Estate Group, Inc","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/10829-Lamentin-Ct-San-Diego-CA-92124/16870835_zpid/,https://www.zillow.com/san-diego-ca/7_p/
-117.09,32.83,15.0,4138.0,636.0,2001.0,677.0,4.8419,264000.0,<1H OCEAN,300,16978282,"10939 Vivaracho Way, San Diego, CA 92124",1200000,USD,3.0,4.0,2001 sqft,,,4618.0,8,,False,https://photos.zillowstatic.com/fp/7203941484d7b0f4b32634375248e324-p_e.jpg,FOR SALE,House for sale,Investment Property Advisors,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/10939-Vivaracho-Way-San-Diego-CA-92124/16978282_zpid/,https://www.zillow.com/san-diego-ca/8_p/
-117.08,32.82,16.0,1787.0,236.0,770.0,228.0,7.1298,278600.0,<1H OCEAN,134,16871969,"11127 Via Temprano, San Diego, CA 92124",1400000,USD,2.0,4.0,2220 sqft,,1431700.0,4991.0,4,,False,https://photos.zillowstatic.com/fp/5f69a6e7375736ae44448c9df2acb1f9-p_e.jpg,FOR SALE,House for sale,Real Broker,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/11127-Via-Temprano-San-Diego-CA-92124/16871969_zpid/,https://www.zillow.com/san-diego-ca/4_p/
-117.08,32.82,10.0,5177.0,856.0,2190.0,816.0,5.9734,271700.0,<1H OCEAN,134,16871969,"11127 Via Temprano, San Diego, CA 92124",1400000,USD,2.0,4.0,2220 sqft,,1431700.0,4991.0,4,,False,https://photos.zillowstatic.com/fp/5f69a6e7375736ae44448c9df2acb1f9-p_e.jpg,FOR SALE,House for sale,Real Broker,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/11127-Via-Temprano-San-Diego-CA-92124/16871969_zpid/,https://www.zillow.com/san-diego-ca/4_p/
-117.08,32.83,7.0,13703.0,2352.0,4446.0,1856.0,6.4335,260600.0,<1H OCEAN,619,16872413,"4884 Valdina Way, San Diego, CA 92124",975000,USD,3.0,3.0,1908 sqft,,989700.0,4194.0,22,,False,https://photos.zillowstatic.com/fp/d2dac81be0a127257f6475ed15a57c15-p_e.jpg,FOR SALE,Condo for sale,Coldwell Banker West,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/4884-Valdina-Way-San-Diego-CA-92124/16872413_zpid/,https://www.zillow.com/san-diego-ca/16_p/
-117.08,32.83,7.0,13703.0,2352.0,4446.0,1856.0,6.4335,260600.0,<1H OCEAN,100,16872479,"4766 Renovo Way, San Diego, CA 92124",995000,USD,3.0,3.0,1928 sqft,,1016500.0,3884.0,3,,False,https://photos.zillowstatic.com/fp/43dd944a0f4ce87fb9a8434d436d3458-p_e.jpg,FOR SALE,House for sale,Keller Williams Realty,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/4766-Renovo-Way-San-Diego-CA-92124/16872479_zpid/,https://www.zillow.com/san-diego-ca/3_p/
-117.07,32.91,5.0,2234.0,256.0,894.0,253.0,10.3354,477600.0,<1H OCEAN,339,16827041,"12310 Rue Fountainbleau, San Diego, CA 92131",2695000,USD,4.0,5.0,3962 sqft,,,7894.0,36,,False,https://photos.zillowstatic.com/fp/38ab5718b0e8dc3cb60245f4f94af600-p_e.jpg,FOR SALE,House for sale,Berkshire Hathaway HomeServices California Properties,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/12310-Rue-Fountainbleau-San-Diego-CA-92131/16827041_zpid/,https://www.zillow.com/san-diego-ca/9_p/
-117.08,32.8,25.0,2963.0,552.0,1162.0,556.0,3.625,184500.0,NEAR OCEAN,152,17194298,"5468 Princess View Pl, San Diego, CA 92120",999000,USD,2.0,3.0,1392 sqft,,1070700.0,3900.0,2,,False,https://photos.zillowstatic.com/fp/2f2ffb5a57b93eef41a5521269638eab-p_e.jpg,FOR SALE,House for sale,The Equity Company,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/5468-Princess-View-Pl-San-Diego-CA-92120/17194298_zpid/,https://www.zillow.com/san-diego-ca/4_p/
-117.08,32.8,25.0,2963.0,552.0,1162.0,556.0,3.625,184500.0,NEAR OCEAN,737,17193154,"5248 Lewison Ave, San Diego, CA 92120",800000,USD,1.0,2.0,886 sqft,,827500.0,2999.0,8,,False,https://photos.zillowstatic.com/fp/e16e3085424262707ead142fef8af6ac-p_e.jpg,FOR SALE,House for sale,Coldwell Banker West,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/5248-Lewison-Ave-San-Diego-CA-92120/17193154_zpid/,https://www.zillow.com/san-diego-ca/18_p/
-117.08,32.8,32.0,1587.0,268.0,635.0,249.0,3.375,178100.0,NEAR OCEAN,152,17194298,"5468 Princess View Pl, San Diego, CA 92120",999000,USD,2.0,3.0,1392 sqft,,1070700.0,3900.0,2,,False,https://photos.zillowstatic.com/fp/2f2ffb5a57b93eef41a5521269638eab-p_e.jpg,FOR SALE,House for sale,The Equity Company,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/5468-Princess-View-Pl-San-Diego-CA-92120/17194298_zpid/,https://www.zillow.com/san-diego-ca/4_p/
-117.08,32.8,32.0,1587.0,268.0,635.0,249.0,3.375,178100.0,NEAR OCEAN,737,17193154,"5248 Lewison Ave, San Diego, CA 92120",800000,USD,1.0,2.0,886 sqft,,827500.0,2999.0,8,,False,https://photos.zillowstatic.com/fp/e16e3085424262707ead142fef8af6ac-p_e.jpg,FOR SALE,House for sale,Coldwell Banker West,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/5248-Lewison-Ave-San-Diego-CA-92120/17193154_zpid/,https://www.zillow.com/san-diego-ca/18_p/
-117.09,32.79,20.0,2183.0,534.0,999.0,496.0,2.8631,169700.0,NEAR OCEAN,49,16986695,"4912 Twain Ave, San Diego, CA 92120",629000,USD,1.0,3.0,1026 sqft,,641000.0,3650.0,5,,False,https://photos.zillowstatic.com/fp/b0149da66057b70469ea989442e85c3f-p_e.jpg,FOR SALE,House for sale,Keller Williams Realty,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/4912-Twain-Ave-San-Diego-CA-92120/16986695_zpid/,https://www.zillow.com/san-diego-ca/2_p/
-117.09,32.79,36.0,1529.0,266.0,683.0,260.0,4.0982,171200.0,NEAR OCEAN,49,16986695,"4912 Twain Ave, San Diego, CA 92120",629000,USD,1.0,3.0,1026 sqft,,641000.0,3650.0,5,,False,https://photos.zillowstatic.com/fp/b0149da66057b70469ea989442e85c3f-p_e.jpg,FOR SALE,House for sale,Keller Williams Realty,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/4912-Twain-Ave-San-Diego-CA-92120/16986695_zpid/,https://www.zillow.com/san-diego-ca/2_p/
-117.09,32.79,36.0,1936.0,345.0,861.0,343.0,3.8333,170000.0,NEAR OCEAN,49,16986695,"4912 Twain Ave, San Diego, CA 92120",629000,USD,1.0,3.0,1026 sqft,,641000.0,3650.0,5,,False,https://photos.zillowstatic.com/fp/b0149da66057b70469ea989442e85c3f-p_e.jpg,FOR SALE,House for sale,Keller Williams Realty,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/4912-Twain-Ave-San-Diego-CA-92120/16986695_zpid/,https://www.zillow.com/san-diego-ca/2_p/
-117.09,32.79,31.0,2019.0,417.0,872.0,386.0,3.1964,177700.0,NEAR OCEAN,49,16986695,"4912 Twain Ave, San Diego, CA 92120",629000,USD,1.0,3.0,1026 sqft,,641000.0,3650.0,5,,False,https://photos.zillowstatic.com/fp/b0149da66057b70469ea989442e85c3f-p_e.jpg,FOR SALE,House for sale,Keller Williams Realty,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/4912-Twain-Ave-San-Diego-CA-92120/16986695_zpid/,https://www.zillow.com/san-diego-ca/2_p/
-117.11,32.79,16.0,2574.0,771.0,1129.0,721.0,3.3849,96900.0,NEAR OCEAN,400,16939818,"6275 Rancho Mission Rd UNIT 205, San Diego, CA 92108",465000,USD,1.0,1.0,667 sqft,,,,4,,False,https://photos.zillowstatic.com/fp/88bc5173ac7c0cf8fefee3318a2708e6-p_e.jpg,FOR SALE,Condo for sale,Homecoin.com,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/6275-Rancho-Mission-Rd-UNIT-205-San-Diego-CA-92108/16939818_zpid/,https://www.zillow.com/san-diego-ca/10_p/
-117.11,32.79,16.0,2574.0,771.0,1129.0,721.0,3.3849,96900.0,NEAR OCEAN,728,16938792,"6381 Rancho Mission Rd UNIT 6, San Diego, CA 92108",829900,USD,3.0,3.0,1432 sqft,,811500.0,3900.0,72,,False,https://photos.zillowstatic.com/fp/3057a6c0a9becae2e782bb0899c17872-p_e.jpg,FOR SALE,House for sale,"Big Block Realty, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/6381-Rancho-Mission-Rd-UNIT-6-San-Diego-CA-92108/16938792_zpid/,https://www.zillow.com/san-diego-ca/18_p/
-117.11,32.79,16.0,1791.0,518.0,1006.0,491.0,3.5179,129300.0,NEAR OCEAN,400,16939818,"6275 Rancho Mission Rd UNIT 205, San Diego, CA 92108",465000,USD,1.0,1.0,667 sqft,,,,4,,False,https://photos.zillowstatic.com/fp/88bc5173ac7c0cf8fefee3318a2708e6-p_e.jpg,FOR SALE,Condo for sale,Homecoin.com,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/6275-Rancho-Mission-Rd-UNIT-205-San-Diego-CA-92108/16939818_zpid/,https://www.zillow.com/san-diego-ca/10_p/
-117.11,32.79,16.0,1791.0,518.0,1006.0,491.0,3.5179,129300.0,NEAR OCEAN,728,16938792,"6381 Rancho Mission Rd UNIT 6, San Diego, CA 92108",829900,USD,3.0,3.0,1432 sqft,,811500.0,3900.0,72,,False,https://photos.zillowstatic.com/fp/3057a6c0a9becae2e782bb0899c17872-p_e.jpg,FOR SALE,House for sale,"Big Block Realty, Inc.","https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/6381-Rancho-Mission-Rd-UNIT-6-San-Diego-CA-92108/16938792_zpid/,https://www.zillow.com/san-diego-ca/18_p/
-117.11,32.78,16.0,2470.0,830.0,1170.0,724.0,3.5562,73500.0,NEAR OCEAN,329,16939444,"5970 Rancho Mission Rd UNIT 243, San Diego, CA 92108",525000,USD,1.0,2.0,824 sqft,,522900.0,2400.0,31,,False,https://photos.zillowstatic.com/fp/b0814a892ffcc3fa48847dea3ffc53d8-p_e.jpg,FOR SALE,Condo for sale,Real Broker,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/5970-Rancho-Mission-Rd-UNIT-243-San-Diego-CA-92108/16939444_zpid/,https://www.zillow.com/san-diego-ca/9_p/
-117.11,32.78,16.0,2470.0,830.0,1170.0,724.0,3.5562,73500.0,NEAR OCEAN,81,16939970,"5937 Caminito Deporte, San Diego, CA 92108",788000,USD,2.0,4.0,1576 sqft,,807600.0,4200.0,3,,False,https://photos.zillowstatic.com/fp/16a1eabed8c2e94a658ab64ac7b782d7-p_e.jpg,FOR SALE,Condo for sale,You First Realty,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/5937-Caminito-Deporte-San-Diego-CA-92108/16939970_zpid/,https://www.zillow.com/san-diego-ca/2_p/
-117.11,32.78,16.0,2220.0,512.0,930.0,527.0,3.6528,133200.0,NEAR OCEAN,329,16939444,"5970 Rancho Mission Rd UNIT 243, San Diego, CA 92108",525000,USD,1.0,2.0,824 sqft,,522900.0,2400.0,31,,False,https://photos.zillowstatic.com/fp/b0814a892ffcc3fa48847dea3ffc53d8-p_e.jpg,FOR SALE,Condo for sale,Real Broker,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/5970-Rancho-Mission-Rd-UNIT-243-San-Diego-CA-92108/16939444_zpid/,https://www.zillow.com/san-diego-ca/9_p/
-117.11,32.78,16.0,2220.0,512.0,930.0,527.0,3.6528,133200.0,NEAR OCEAN,81,16939970,"5937 Caminito Deporte, San Diego, CA 92108",788000,USD,2.0,4.0,1576 sqft,,807600.0,4200.0,3,,False,https://photos.zillowstatic.com/fp/16a1eabed8c2e94a658ab64ac7b782d7-p_e.jpg,FOR SALE,Condo for sale,You First Realty,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/5937-Caminito-Deporte-San-Diego-CA-92108/16939970_zpid/,https://www.zillow.com/san-diego-ca/2_p/
-117.09,32.78,28.0,1708.0,393.0,816.0,393.0,2.9881,165300.0,NEAR OCEAN,396,16986970,"5171 Dorman Dr, San Diego, CA 92115",1550000,USD,3.0,5.0,3231 sqft,,1577800.0,7500.0,10,,False,https://photos.zillowstatic.com/fp/cc42328fc1347152b94a2188668c6927-p_e.jpg,FOR SALE,House for sale,Keller Williams RealtyLa Jolla,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/5171-Dorman-Dr-San-Diego-CA-92115/16986970_zpid/,https://www.zillow.com/san-diego-ca/10_p/
-117.07,32.8,31.0,2550.0,395.0,1017.0,405.0,5.1488,181000.0,<1H OCEAN,306,17194560,"7337 Hamlet Ave, San Diego, CA 92120",1289000,USD,3.0,5.0,2160 sqft,,1296200.0,5195.0,9,,False,https://photos.zillowstatic.com/fp/667e8c17818a74cf1eb96ccaaade59e8-p_e.jpg,FOR SALE,House for sale,Keller Williams Realty,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/7337-Hamlet-Ave-San-Diego-CA-92120/17194560_zpid/,https://www.zillow.com/san-diego-ca/8_p/
-117.07,32.8,31.0,2550.0,395.0,1017.0,405.0,5.1488,181000.0,<1H OCEAN,405,16981033,"5935 Cloudview Pl, San Diego, CA 92120",1299000,USD,2.0,4.0,2445 sqft,,1331100.0,4800.0,10,,False,https://photos.zillowstatic.com/fp/5ad4528b2babb7dd16480dbafa54d5d8-p_e.jpg,FOR SALE,House for sale,CA-RES,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/5935-Cloudview-Pl-San-Diego-CA-92120/16981033_zpid/,https://www.zillow.com/san-diego-ca/10_p/
-117.07,32.8,31.0,2550.0,395.0,1017.0,405.0,5.1488,181000.0,<1H OCEAN,15,17193541,"5453 Brunswick Ave, San Diego, CA 92120",965000,USD,2.0,3.0,1242 sqft,,977600.0,3800.0,4,,False,https://photos.zillowstatic.com/fp/d22702b8424211175b1bf86928b97a4a-p_e.jpg,FOR SALE,House for sale,Whelan Properties,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/5453-Brunswick-Ave-San-Diego-CA-92120/17193541_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/"
-117.07,32.8,31.0,2550.0,395.0,1017.0,405.0,5.1488,181000.0,<1H OCEAN,330,17194606,"7391 Margerum Ave, San Diego, CA 92120",1270000,USD,3.0,6.0,2304 sqft,,1311700.0,5421.0,2,,False,https://photos.zillowstatic.com/fp/9c6995b4584bfaed1a850b536ff7ba31-p_e.jpg,FOR SALE,House for sale,Keller Williams Realty,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/7391-Margerum-Ave-San-Diego-CA-92120/17194606_zpid/,https://www.zillow.com/san-diego-ca/9_p/
-117.07,32.8,36.0,2028.0,349.0,820.0,352.0,3.9828,168900.0,<1H OCEAN,306,17194560,"7337 Hamlet Ave, San Diego, CA 92120",1289000,USD,3.0,5.0,2160 sqft,,1296200.0,5195.0,9,,False,https://photos.zillowstatic.com/fp/667e8c17818a74cf1eb96ccaaade59e8-p_e.jpg,FOR SALE,House for sale,Keller Williams Realty,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/7337-Hamlet-Ave-San-Diego-CA-92120/17194560_zpid/,https://www.zillow.com/san-diego-ca/8_p/
-117.07,32.8,36.0,2028.0,349.0,820.0,352.0,3.9828,168900.0,<1H OCEAN,405,16981033,"5935 Cloudview Pl, San Diego, CA 92120",1299000,USD,2.0,4.0,2445 sqft,,1331100.0,4800.0,10,,False,https://photos.zillowstatic.com/fp/5ad4528b2babb7dd16480dbafa54d5d8-p_e.jpg,FOR SALE,House for sale,CA-RES,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/5935-Cloudview-Pl-San-Diego-CA-92120/16981033_zpid/,https://www.zillow.com/san-diego-ca/10_p/
-117.07,32.8,36.0,2028.0,349.0,820.0,352.0,3.9828,168900.0,<1H OCEAN,15,17193541,"5453 Brunswick Ave, San Diego, CA 92120",965000,USD,2.0,3.0,1242 sqft,,977600.0,3800.0,4,,False,https://photos.zillowstatic.com/fp/d22702b8424211175b1bf86928b97a4a-p_e.jpg,FOR SALE,House for sale,Whelan Properties,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/5453-Brunswick-Ave-San-Diego-CA-92120/17193541_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/"
-117.07,32.8,36.0,2028.0,349.0,820.0,352.0,3.9828,168900.0,<1H OCEAN,330,17194606,"7391 Margerum Ave, San Diego, CA 92120",1270000,USD,3.0,6.0,2304 sqft,,1311700.0,5421.0,2,,False,https://photos.zillowstatic.com/fp/9c6995b4584bfaed1a850b536ff7ba31-p_e.jpg,FOR SALE,House for sale,Keller Williams Realty,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/7391-Margerum-Ave-San-Diego-CA-92120/17194606_zpid/,https://www.zillow.com/san-diego-ca/9_p/
-117.07,32.8,23.0,2698.0,410.0,1094.0,411.0,5.1782,195100.0,<1H OCEAN,306,17194560,"7337 Hamlet Ave, San Diego, CA 92120",1289000,USD,3.0,5.0,2160 sqft,,1296200.0,5195.0,9,,False,https://photos.zillowstatic.com/fp/667e8c17818a74cf1eb96ccaaade59e8-p_e.jpg,FOR SALE,House for sale,Keller Williams Realty,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/7337-Hamlet-Ave-San-Diego-CA-92120/17194560_zpid/,https://www.zillow.com/san-diego-ca/8_p/
-117.07,32.8,23.0,2698.0,410.0,1094.0,411.0,5.1782,195100.0,<1H OCEAN,405,16981033,"5935 Cloudview Pl, San Diego, CA 92120",1299000,USD,2.0,4.0,2445 sqft,,1331100.0,4800.0,10,,False,https://photos.zillowstatic.com/fp/5ad4528b2babb7dd16480dbafa54d5d8-p_e.jpg,FOR SALE,House for sale,CA-RES,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/5935-Cloudview-Pl-San-Diego-CA-92120/16981033_zpid/,https://www.zillow.com/san-diego-ca/10_p/
-117.07,32.8,23.0,2698.0,410.0,1094.0,411.0,5.1782,195100.0,<1H OCEAN,15,17193541,"5453 Brunswick Ave, San Diego, CA 92120",965000,USD,2.0,3.0,1242 sqft,,977600.0,3800.0,4,,False,https://photos.zillowstatic.com/fp/d22702b8424211175b1bf86928b97a4a-p_e.jpg,FOR SALE,House for sale,Whelan Properties,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/5453-Brunswick-Ave-San-Diego-CA-92120/17193541_zpid/,"https://www.zillow.com/homes/San-Diego,-CA_rb/"
-117.07,32.8,23.0,2698.0,410.0,1094.0,411.0,5.1782,195100.0,<1H OCEAN,330,17194606,"7391 Margerum Ave, San Diego, CA 92120",1270000,USD,3.0,6.0,2304 sqft,,1311700.0,5421.0,2,,False,https://photos.zillowstatic.com/fp/9c6995b4584bfaed1a850b536ff7ba31-p_e.jpg,FOR SALE,House for sale,Keller Williams Realty,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/7391-Margerum-Ave-San-Diego-CA-92120/17194606_zpid/,https://www.zillow.com/san-diego-ca/9_p/
-117.07,32.79,36.0,3583.0,642.0,1711.0,602.0,3.9745,170800.0,NEAR OCEAN,160,16988135,"5730 Lance St, San Diego, CA 92120",1500000,USD,2.0,4.0,2042 sqft,,1472100.0,5669.0,1,,False,https://photos.zillowstatic.com/fp/f4fffc6d8d63c1bd03e93e78acdffcb4-p_e.jpg,FOR SALE,Coming soon,1st Class Real Estate SD,"https://www.zillow.com/homes/San-Diego,-CA_rb/",https://www.zillow.com/homedetails/5730-Lance-St-San-Diego-CA-92120/16988135_zpid/,https://www.zillow.com/san-diego-ca/4_p/
